Removed Pin From Net: NetName=U\S\B\_\B\O\O\T\ Pin=J2-1
Removed Pin From Net: NetName=GND Pin=J2-2
Removed Pin From Net: NetName=QSPI_SS Pin=R1-1
Removed Pin From Net: NetName=U\S\B\_\B\O\O\T\ Pin=R1-2
Removed Pin From Net: NetName=USB_D+ Pin=R3-1
Removed Pin From Net: NetName=USB_D- Pin=R4-1
Removed Pin From Net: NetName=XOUT Pin=R5-1
Change Component Footprint: Designator=R2 Old Footprint=C_0402_1005Metric New Footprint=0402-A
Change Component Footprint: Designator=C2 Old Footprint=C_0402_1005Metric New Footprint=FP-GCM155-0_05-IPC_B
Change Component Footprint: Designator=C3 Old Footprint=C_0402_1005Metric New Footprint=FP-GCM155-0_05-IPC_B
Change Component Footprint: Designator=C8 Old Footprint=C_0402_1005Metric New Footprint=FP-GCM155-0_05-IPC_B
Change Component Footprint: Designator=C10 Old Footprint=C_0402_1005Metric New Footprint=FP-GCM155-0_05-IPC_B
Change Component Footprint: Designator=C5 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C6 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C7 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C9 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C11 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C12 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C13 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C14 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C15 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=C16 Old Footprint=C_0402_1005Metric New Footprint=FP-GRM155-0_05-IPC_C
Change Component Footprint: Designator=R1 Old Footprint=C_0402_1005Metric New Footprint=RESC1005X40X25ML05T10
Change Component Footprint: Designator=R3 Old Footprint=C_0402_1005Metric New Footprint=RESC1005X40X25ML05T10
Change Component Footprint: Designator=R4 Old Footprint=C_0402_1005Metric New Footprint=RESC1005X40X25ML05T10
Change Component Footprint: Designator=C1 Old Footprint=C_0805_2012Metric New Footprint=FP-GRM21B-0_1-MFG
Change Component Footprint: Designator=C4 Old Footprint=C_0805_2012Metric New Footprint=FP-GRM21B-0_1-MFG
Change Component Footprint: Designator=C17 Old Footprint=C_0805_2012Metric New Footprint=FP-GRM21B-0_1-MFG
Change Component Footprint: Designator=U3 Old Footprint=RP2040-QFN-56 New Footprint=Pico2040-QFN-56
Change Component Footprint: Designator=U2 Old Footprint=SOIC-8_5.23x5.23mm_P1.27mm New Footprint=SO8_N
Change Component Comment : Designator=R1 Old Comment=1k New Comment=RC0402FR-0727R4L
Change Component Comment : Designator=C8 Old Comment=1u New Comment=GCM1555C1H270JA16D
Change Component Comment : Designator=C10 Old Comment=1u New Comment=GCM1555C1H270JA16D
Change Component Comment : Designator=C1 Old Comment=10u New Comment=GRM21BR61C106KE15K
Change Component Comment : Designator=C4 Old Comment=10u New Comment=GRM21BR61C106KE15K
Change Component Comment : Designator=C17 Old Comment=10u New Comment=GRM21BR61C106KE15K
Change Component Comment : Designator=R3 Old Comment=27 New Comment=RC0402FR-0727R4L
Change Component Comment : Designator=R4 Old Comment=27 New Comment=RC0402FR-0727R4L
Change Component Comment : Designator=C2 Old Comment=27p New Comment=GCM1555C1H270JA16D
Change Component Comment : Designator=C3 Old Comment=27p New Comment=GCM1555C1H270JA16D
Change Component Comment : Designator=C5 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C6 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C7 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C9 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C11 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C12 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C13 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C14 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C15 Old Comment=100n New Comment=GRM155R71E104KE14J
Change Component Comment : Designator=C16 Old Comment=100n New Comment=GRM155R71E104KE14J
Change component parameters: Component "U1" not found
Change component parameters: Designator = "U2" ("U2"); Footprint = "SOIC-8_5.23x5.23mm_P1.27mm"; UniqueID = "\UOFWSWAO" ("\UOFWSWAO")
Change component parameters (AddParameter): Name = "Value"; Value = "W25Q128JVS"; VariantName = "[No Variations]"
Added Component: Designator=C18(FP-C0603-CJ-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "100nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://content.kemet.com/datasheets/KEM_C1013_X7R_FT-CAP_SMD.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 0.1UF 50V X7R 0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.95mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC16080X80"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Kemet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "C0603X104K5RACTU"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "Capacitor; Ceramic; Cap 0.1uF; Tol+10%; SMT; Flexible Termination; Vol-Rtg 50V; TR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/c0603x104k5ractu-kemet-9145062"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "C0603-CJ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "15%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C19(VISH-TR8-M_L)
Add component (AddParameter): Name = "Capacitance"; Value = "10µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Catalog Drawings"; Value = "TR8SeriesTR8SeriesBottom"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet URL"; Value = "http://www.vishay.com/docs/40114/tr8.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Version"; Value = "03/2016"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ESR (Equivalent Series Resistance)"; Value = "2Ohm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = "TantalumCapacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Featured Product"; Value = "TR8SeriesMoldedMicroTan™TantalumChipCapacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "GeneralPurpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.035"(0.89mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifetime @ Temp."; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Size Code"; Value = "M"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer URL"; Value = "http://www.vishay.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "SurfaceMount"; VariantName = "[No Variations]"
